('P1_a ', 'Idade');('P1_a_1 ', 'Faixa idade');('P1_b ', 'Genero');('P1_c ', 'Cor/raca/etnia');('P1_f ', 'aspectos_prejudicados');;;;('P1_f_4', 'Oportunidades de progressão de carreira');('P1_f_5', 'Velocidade de progressão de carreira');('P1_i ', 'Estado onde mora');('P1_i_1 ', 'uf onde mora');('P1_i_2 ', 'Regiao onde mora');('P2_a ', 'Qual sua situação atual de trabalho?');('P2_b ', 'Setor');('P2_f ', 'Cargo Atual');('P2_l ', 'Qual o principal motivo da sua insatisfação com a empresa atual?');('P2_l_1 ', 'Falta de oportunidade de crescimento no emprego atual');('P2_r ', 'Atualmente qual a sua forma de trabalho?');('P4_a_1 ', 'Atuacao')
35;35-39;Feminino;Branca;Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
26;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Agronegócios;Analista de BI/BI Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
25;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% presencial;Ciência de Dados
27;25-29;Feminino;Branca;Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;1;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
35;35-39;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Outra Opção;Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom;0;Modelo 100% presencial;Outra atuação
40;40-44;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
32;30-34;Feminino;Branca;Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho;;;;0;1;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Outra Opção;Cientista de Dados/Data Scientist;Desestruturação de da área de dados pós layoff;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
31;30-34;Masculino;Preta;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Outra Opção;Analista de Suporte/Analista Técnico;;;Modelo 100% presencial;Engenharia de Dados
21;17-21;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Estagiário;Outra Opção;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
34;30-34;Masculino;Parda;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
43;40-44;Masculino;Parda;;;;;;;Goiás (GO);GO;Centro-oeste;Empregado (CLT);Finanças ou Bancos;;;;Modelo 100% presencial;Gestor
26;25-29;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empreendedor ou Empregado (CNPJ);Educação;Analista de BI/BI Analyst;;;Modelo 100% presencial;Análise de Dados
27;25-29;Masculino;Amarela;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
35;35-39;Masculino;Parda;;;;;;;Bahia (BA);BA;Nordeste;Freelancer;Tecnologia/Fábrica de Software;;Salário atual não corresponde ao mercado;0;Modelo 100% presencial;Gestor
29;25-29;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
41;40-44;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Finanças ou Bancos;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
26;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
29;25-29;Masculino;Branca;;;;;;;Pará (PA);PA;Norte;Servidor Público;Setor Público;Analista de BI/BI Analyst;Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, Não tenho uma boa relação com meu líder/gestor;1;Modelo 100% presencial;Análise de Dados
23;22-24;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Diferença salarial entre pessoas no mesmo cargo por conta de identidade de gênero;;;;0;0;Paraná (PR);PR;Sul;Empregado (CLT);Varejo;Analista de BI/BI Analyst;Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% presencial;Análise de Dados
31;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Cientista de Dados/Data Scientist;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
44;40-44;Feminino;Branca;;;;;;;Distrito Federal (DF);DF;Centro-oeste;Empregado (CLT);Área da Saúde;Estatístico;;;Modelo 100% presencial;Análise de Dados
34;30-34;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas;;;;0;0;São Paulo (SP);SP;Sudeste;Empregado (CLT);Outra Opção;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
36;35-39;Feminino;Parda;Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;0;Santa Catarina (SC);SC;Sul;Empregado (CLT);Indústria;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
27;25-29;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Área da Saúde;Analista de BI/BI Analyst;Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
31;30-34;Feminino;Amarela;Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Setor de Energia;;Gostaria de receber mais benefícios, Não tenho uma boa relação com meu líder/gestor;0;Modelo 100% remoto;Gestor
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Internet/Ecommerce;Analista de Negócios/Business Analyst;;;Modelo 100% remoto;Análise de Dados
50;50-54;Masculino;Parda;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Somente Estudante (graduação);;;;;;Buscando oportunidade na área de dados
28;25-29;Masculino;Parda;;;;;;;Paraíba (PB);PB;Nordeste;Servidor Público;Setor Público;Analytics Engineer;Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado;1;Modelo 100% presencial;Engenharia de Dados
28;25-29;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Negócios/Business Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
37;35-39;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Salário atual não corresponde ao mercado;0;Modelo 100% remoto;Engenharia de Dados
22;22-24;Feminino;Branca;Velocidade de progressão de carreira, Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas, Senioridade das vagas recebidas em relação à sua experiência, Quantidade de oportunidades de emprego/vagas recebidas;;;;1;1;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Análise de Dados
40;40-44;Masculino;Parda;Quantidade de oportunidades de emprego/vagas recebidas;;;;0;0;Pará (PA);PA;Norte;Freelancer;Internet/Ecommerce;Analista de BI/BI Analyst;Salário atual não corresponde ao mercado;0;Modelo 100% remoto;Análise de Dados
54;50-54;Feminino;Parda;Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Aprovação em processos seletivos/entrevistas;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Marketing;Analista de Dados/Data Analyst;Gostaria de trabalhar em em outra área de atuação, ritmo muito lento de desenvolvimento;0;Modelo híbrido com dias fixos de trabalho presencial;Outra atuação
22;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Negócios/Business Analyst;Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% remoto;Análise de Dados
28;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empreendedor ou Empregado (CNPJ);Área de Consultoria;Analista de BI/BI Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
23;22-24;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;Analista de BI/BI Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
32;30-34;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Varejo;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Análise de Dados
33;30-34;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira;;;;1;1;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Área de Consultoria;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
27;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
28;25-29;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de BI/BI Analyst;Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom, Salário atual não corresponde ao mercado;1;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
27;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Área de Consultoria;Analista de Negócios/Business Analyst;;;Modelo 100% presencial;Análise de Dados
29;25-29;Feminino;Branca;Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Indústria;Cientista de Dados/Data Scientist;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
34;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
32;30-34;Masculino;Prefiro não informar;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
23;22-24;Masculino;Preta;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Marketing;Analista de Dados/Data Analyst;Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa;0;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
42;40-44;Feminino;Branca;;;;;;;Paraíba (PB);PB;Nordeste;Servidor Público;Setor Público;Analista de Dados/Data Analyst;;;Modelo 100% presencial;Ciência de Dados
35;35-39;Masculino;Parda;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
26;25-29;Masculino;Branca;;;;;;;Paraíba (PB);PB;Nordeste;Empregado (CLT);Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
33;30-34;Masculino;Preta;;;;;;;Bahia (BA);BA;Nordeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
36;35-39;Feminino;Branca;Velocidade de progressão de carreira;;;;0;1;Paraná (PR);PR;Sul;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de BI/BI Analyst;;;Modelo 100% presencial;Análise de Dados
33;30-34;Feminino;Branca;Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;;Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
37;35-39;Masculino;Branca;;;;;;;Espírito Santo (ES);ES;Sudeste;Empregado (CLT);Área de Consultoria;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
21;17-21;Feminino;Branca;Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
30;30-34;Feminino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
30;30-34;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empreendedor ou Empregado (CNPJ);Área de Consultoria;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
46;45-49;Prefiro não informar;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;0;São Paulo (SP);SP;Sudeste;Empregado (CLT);Educação;;Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
29;25-29;Feminino;Parda;Senioridade das vagas recebidas em relação à sua experiência, Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;1;1;Mato Grosso do Sul (MS);MS;Centro-oeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
23;22-24;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Marketing;Analista de Negócios/Business Analyst;;;Modelo 100% remoto;Análise de Dados
22;22-24;Masculino;Preta;Velocidade de progressão de carreira, Oportunidades de progressão de carreira;;;;1;1;Paraíba (PB);PB;Nordeste;Estagiário;Outra Opção;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
39;35-39;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Desempregado, buscando recolocação;;;;;;Outra atuação
34;30-34;Masculino;Branca;;;;;;;Paraíba (PB);PB;Nordeste;Estagiário;Área de Consultoria;Analista de Dados/Data Analyst;Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% remoto;Análise de Dados
32;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Internet/Ecommerce;;;;Modelo 100% remoto;Gestor
37;35-39;Masculino;Preta;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Indústria;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Engenharia de Dados
44;40-44;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Servidor Público;Setor Público;;;;Modelo 100% presencial;Gestor
22;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
28;25-29;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Marketing;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
40;40-44;Feminino;Branca;Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;0;Minas Gerais (MG);MG;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
